MESS_DATUM,Supply,Return 
2018110801,90.38000000000001,58.4
2018110802,90.57,58.33
2018110803,96.97,57.3
2018110804,96.92,58.2
2018110805,91.69,56.1
2018110806,88.7,58.67
2018110807,89.39,56.47
2018110808,92.7,54.33
2018110809,84.13000000000001,57.2
2018110810,85.00999999999999,54.8
2018110811,88.5,53.73
2018110812,88.58999999999999,55.77
2018110813,82.53999999999999,55.63
2018110814,85.49000000000001,55.73
2018110815,84.63,57.8
2018110816,94.62,58.63
2018110817,94.18,57.33
2018110818,101.98,59.83
2018110819,93.88000000000001,57.07
2018110820,98.1,59.43
2018110821,104.7,59.5
2018110822,101.91,60.03
2018110823,104.05,58.43
2018110900,109.44999999999999,58.27
2018110901,107.96000000000001,57.57
2018110902,104.87,60.57
2018110903,103.21,60.17
2018110904,107.36,59.97
2018110905,99.24,57.77
2018110906,96.34,58.2
2018110907,98.64,56.57
2018110908,90.77,58.43
2018110909,91.02,58.17
2018110910,86.80000000000001,54.9
2018110911,92.82,56.63
2018110912,87.08,55.43
2018110913,91.35000000000001,58.2
2018110914,88.21,57.17
2018110915,87.02,54.2
2018110916,88.27,58.3
2018110917,89.69,57.33
2018110918,90.99,55.43
2018110919,86.56,57.63
2018110920,95.35,55.83
2018110921,92.17,55.8
2018110922,87.56,58.87
2018110923,89.76,55.0
2018111000,96.79,57.03
2018111001,94.0,55.17
2018111002,92.48,56.23
2018111003,89.32,58.3
2018111004,88.33,59.2
2018111005,95.38,58.97
2018111006,95.01,55.9
2018111007,90.75,57.0
2018111008,91.72,54.83
2018111009,93.34,55.53
2018111010,92.1,54.47
2018111011,84.63,57.13
2018111012,87.28,54.77
2018111013,88.32,53.8
2018111014,84.53,57.07
2018111015,82.89,54.17
2018111016,85.11,57.33
2018111017,83.7,58.4
2018111018,88.22,57.4
2018111019,89.53,57.33
2018111020,90.06,55.3
2018111021,90.28,58.2
2018111022,82.84,55.17
2018111023,85.00999999999999,55.1
2018111100,87.83,53.97
2018111101,87.52,57.13
2018111102,86.51,58.17
2018111103,88.39,56.2
2018111104,89.66000000000001,55.23
2018111105,89.78999999999999,57.13
2018111106,89.85,54.1
2018111107,88.55,54.03
2018111108,83.44000000000001,56.07
2018111109,81.96,57.0
2018111110,81.83,53.93
2018111111,83.93,57.87
2018111112,82.22,54.47
2018111113,78.80000000000001,55.4
2018111114,78.72,56.3
2018111115,83.39,53.47
2018111116,86.50999999999999,55.77
2018111117,80.3,56.8
2018111118,81.67999999999999,56.93
2018111119,92.22,54.23
2018111120,85.98,55.17
2018111121,88.23,57.2
2018111122,89.57000000000001,54.23
2018111123,87.32,58.43
2018111200,85.1,54.47
2018111201,92.33,58.7
2018111202,90.91000000000001,58.9
2018111203,94.66,55.0
2018111204,95.27,56.93
2018111205,92.39,55.77
2018111206,93.72,57.47
2018111207,85.66999999999999,58.43
2018111208,87.6,56.47
2018111209,84.56,56.4
2018111210,92.88,55.37
2018111211,90.02000000000001,55.4
2018111212,92.49,58.33
2018111213,92.1,57.27
2018111214,90.1,54.1
2018111215,86.74,57.0
2018111216,90.03,56.17
2018111217,87.99000000000001,56.2
2018111218,91.52,56.27
2018111219,84.78,56.4
2018111220,85.53,58.4
2018111221,87.81,58.47
2018111222,91.03999999999999,56.6
2018111223,93.81,54.7
2018111300,90.6,56.1
2018111301,90.6,57.83
2018111302,87.54,55.07
2018111303,90.78,57.1
2018111304,94.24000000000001,55.07
2018111305,87.93,58.87
2018111306,93.35,58.8
2018111307,91.14999999999999,54.77
2018111308,87.56,54.47
2018111309,84.28,58.43
2018111310,88.89,55.27
2018111311,87.74,55.3
2018111312,91.74000000000001,57.23
2018111313,85.77,55.3
2018111314,95.98,58.2
2018111315,85.72,56.57
2018111316,86.34,55.8
2018111317,89.72,58.73
2018111318,94.56,55.67
2018111319,88.69,56.6
2018111320,86.77,56.63
2018111321,89.45,58.73
2018111322,95.42,56.83
2018111323,89.16,59.03
2018111400,92.33999999999999,58.1
2018111401,93.88,59.27
2018111402,96.63000000000001,56.2
2018111403,99.69,57.5
2018111404,91.63,59.5
2018111405,95.28999999999999,55.6
2018111406,96.69000000000001,59.57
2018111407,92.38000000000001,55.57
2018111408,96.15,55.53
2018111409,91.45,55.47
2018111410,93.32,57.3
2018111411,95.89,57.13
2018111412,86.84,54.83
2018111413,93.61999999999999,58.63
2018111414,92.67999999999999,57.6
2018111415,91.05999999999999,57.6
2018111416,88.23,55.67
2018111417,84.61,55.57
2018111418,88.83000000000001,56.73
2018111419,90.53,55.77
2018111420,89.91000000000001,56.23
2018111421,94.89,57.13
2018111422,93.98,59.2
2018111423,92.38,59.17
2018111500,91.11,58.6
2018111501,93.83,59.8
2018111502,95.11,57.73
2018111503,95.9,58.17
2018111504,98.14,58.27
2018111505,97.29,59.57
2018111506,101.04,57.67
2018111507,96.78,56.47
2018111508,96.94,58.47
2018111509,101.18,59.73
2018111510,89.72,59.33
2018111511,88.91,58.83
2018111512,87.99,57.27
2018111513,87.54,56.17
2018111514,87.96,56.27
2018111515,93.25,54.5
2018111516,89.58999999999999,57.93
2018111517,97.92,59.17
2018111518,93.42999999999999,59.3
2018111519,96.46,58.47
2018111520,97.59,56.63
2018111521,98.52,58.87
2018111522,93.85,56.97
2018111523,99.61,56.17
2018111600,103.75,60.33
2018111601,104.78,57.3
2018111602,95.53,59.37
2018111603,104.16,56.43
2018111604,97.22,60.57
2018111605,104.17,57.63
2018111606,101.63,60.67
2018111607,101.28,58.8
2018111608,103.65,57.53
2018111609,97.33,59.2
2018111610,98.60000000000001,55.7
2018111611,93.75,59.2
2018111612,90.55,58.0
2018111613,92.63,54.97
2018111614,92.88,56.97
2018111615,95.64,55.23
2018111616,100.88000000000001,55.73
2018111617,97.18,58.83
2018111618,94.26,60.0
2018111619,103.11,59.07
2018111620,99.03,60.0
2018111621,100.11999999999999,60.27
2018111622,102.43,58.5
2018111623,99.08,60.67
2018111700,104.39,57.8
2018111701,102.03,56.87
2018111702,108.17,59.03
2018111703,103.99,60.27
2018111704,104.83,58.17
2018111705,100.58000000000001,58.23
2018111706,103.7,58.3
2018111707,104.10000000000001,59.53
2018111708,106.65,59.37
2018111709,109.22,60.2
2018111710,99.89,60.73
2018111711,101.24,56.5
2018111712,94.19,59.03
2018111713,101.67,59.87
2018111714,101.0,57.83
2018111715,99.78999999999999,59.1
2018111716,100.06,57.83
2018111717,107.58,59.0
2018111718,101.41,60.03
2018111719,108.0,60.03
2018111720,101.83,57.17
2018111721,105.6,57.63
2018111722,109.44,60.97
2018111723,114.17999999999999,61.63
2018111800,114.99,58.47
2018111801,115.59,61.7
2018111802,115.50999999999999,59.3
2018111803,108.22999999999999,62.43
2018111804,118.91,59.8
2018111805,113.07000000000001,62.73
2018111806,112.38,59.8
2018111807,118.57000000000001,61.73
2018111808,108.41,60.5
2018111809,103.23,58.97
2018111810,104.16,57.93
2018111811,99.09,57.3
2018111812,92.35,58.83
2018111813,101.75999999999999,58.1
2018111814,97.74,57.17
2018111815,99.44000000000001,59.07
2018111816,96.66,59.03
2018111817,94.05999999999999,57.93
2018111818,96.34,59.63
2018111819,98.53,56.67
2018111820,101.71000000000001,58.07
2018111821,96.21,56.0
2018111822,102.58000000000001,60.23
2018111823,96.96,60.43
2018111900,96.67,59.33
2018111901,96.36,56.33
2018111902,97.34,60.3
2018111903,97.51,56.33
2018111904,100.06,60.3
2018111905,99.09,60.33
2018111906,103.95,56.4
2018111907,101.55000000000001,60.23
2018111908,100.61,60.33
2018111909,98.8,57.2
2018111910,98.51,57.0
2018111911,101.16999999999999,57.77
2018111912,99.63000000000001,57.73
2018111913,97.67,58.8
2018111914,95.52000000000001,59.9
2018111915,98.04,60.07
2018111916,101.22,58.33
2018111917,100.93,59.57
2018111918,104.73,56.47
2018111919,98.84,56.57
2018111920,99.32000000000001,56.4
2018111921,96.13000000000001,58.4
2018111922,97.51,58.4
2018111923,102.6,56.43
2018112000,104.14,60.77
2018112001,99.7,56.7
2018112002,100.57,60.6
2018112003,99.08,56.6
2018112004,105.01,60.73
2018112005,99.24000000000001,58.9
2018112006,102.19,60.93
2018112007,105.04,58.0
2018112008,107.04,60.9
2018112009,99.44,59.83
2018112010,103.5,59.77
2018112011,97.89,57.77
2018112012,101.63,60.77
2018112013,106.07,60.8
2018112014,105.9,58.83
2018112015,103.80999999999999,56.93
2018112016,105.02000000000001,56.9
2018112017,106.35000000000001,59.9
2018112018,98.83,58.97
2018112019,105.51,61.0
2018112020,100.17,61.0
2018112021,102.92999999999999,60.97
2018112022,107.26,59.0
2018112023,108.60000000000001,59.03
2018112100,107.61,58.07
2018112101,104.99,57.1
2018112102,100.33,57.1
2018112103,104.25999999999999,60.1
2018112104,101.04,58.17
2018112105,106.04,57.2
2018112106,105.55,61.37
2018112107,108.0,60.47
2018112108,111.73,57.57
2018112109,111.55,59.6
2018112110,104.93,58.37
2018112111,101.58,61.33
2018112112,106.15,57.17
2018112113,105.94999999999999,59.27
2018112114,103.5,58.37
2018112115,106.82,59.33
2018112116,105.7,59.37
2018112117,109.78,57.4
2018112118,107.25999999999999,57.43
2018112119,109.11,59.47
2018112120,104.78,59.53
2018112121,110.47,61.53
2018112122,110.97999999999999,58.6
2018112123,112.42999999999999,59.63
2018112200,103.55000000000001,57.57
2018112201,111.32000000000001,58.57
2018112202,112.17,57.57
2018112203,110.69000000000001,60.57
2018112204,111.96,60.6
2018112205,111.41,59.6
2018112206,110.71000000000001,60.57
2018112207,109.57000000000001,57.53
2018112208,111.06,61.57
2018112209,104.65,58.53
2018112210,110.45,61.47
2018112211,106.21,60.47
2018112212,107.42,61.4
2018112213,106.49,57.33
2018112214,110.53,61.33
2018112215,109.77,57.33
2018112216,109.95,61.4
2018112217,103.28,58.4
2018112218,106.33,58.43
2018112219,106.36999999999999,59.47
2018112220,105.72,58.53
2018112221,108.35000000000001,59.53
2018112222,104.75,57.53
2018112223,104.66,61.53
2018112300,110.51,58.53
2018112301,107.5,60.53
2018112302,102.86,59.53
2018112303,111.49,61.6
2018112304,109.46,61.6
2018112305,110.5,58.6
2018112306,112.41,59.6
2018112307,104.2,57.63
2018112308,109.61,60.6
2018112309,109.16999999999999,58.6
2018112310,110.69000000000001,61.57
2018112311,106.17999999999999,59.47
2018112312,105.13000000000001,61.37
2018112313,109.83,57.33
2018112314,100.93,58.23
2018112315,106.68,61.23
2018112316,104.52000000000001,59.23
2018112317,101.93,61.23
2018112318,107.82000000000001,58.2
2018112319,100.01,58.17
2018112320,100.22,57.13
2018112321,106.78999999999999,60.1
2018112322,103.78999999999999,60.1
2018112323,103.27000000000001,59.07
2018112400,102.2,57.13
2018112401,101.57000000000001,60.23
2018112402,103.54,58.37
2018112403,105.45,60.37
2018112404,108.15,58.4
2018112405,107.85000000000001,61.37
2018112406,101.32,58.33
2018112407,110.44000000000001,59.4
2018112408,100.78,60.27
2018112409,109.44,60.2
2018112410,106.53,57.97
2018112411,105.19,59.87
2018112412,107.86,56.83
2018112413,97.72,57.7
2018112414,103.80999999999999,58.77
2018112415,99.5,60.93
2018112416,99.78999999999999,59.97
2018112417,99.46000000000001,60.87
2018112418,103.79,59.87
2018112419,99.15,60.9
2018112420,104.62,57.87
2018112421,107.30999999999999,57.93
2018112422,106.71,57.0
2018112423,99.61,57.0
2018112500,99.03,61.0
2018112501,105.36,60.07
2018112502,102.55,60.03
2018112503,99.62,57.03
2018112504,103.24000000000001,60.07
2018112505,104.04,57.07
2018112506,108.25,59.0
2018112507,102.91,57.97
2018112508,107.98,60.87
2018112509,101.52,57.7
2018112510,99.55999999999999,60.43
2018112511,98.42999999999999,57.3
2018112512,94.48,60.23
2018112513,95.63000000000001,57.2
2018112514,97.07000000000001,58.2
2018112515,101.66,59.2
2018112516,99.69,59.7
2018112517,101.52,58.83
2018112518,108.89,59.3
2018112519,107.33,60.1
2018112520,102.32,60.1
2018112521,107.3,57.1
2018112522,109.46,59.33
2018112523,108.56,59.2
2018112600,101.78999999999999,58.1
2018112601,100.89,59.07
2018112602,109.71,61.13
2018112603,108.96,61.3
2018112604,101.79,58.23
2018112605,101.41,60.13
2018112606,107.0,58.2
2018112607,103.17,61.53
2018112608,103.11,60.5
2018112609,108.47999999999999,60.27
2018112610,108.97,60.07
2018112611,106.08,56.67
2018112612,103.58,56.17
2018112613,99.62,60.2
2018112614,103.55999999999999,60.43
2018112615,99.02,59.67
2018112616,108.11,60.9
2018112617,105.05,60.87
2018112618,103.73,59.03
2018112619,107.22,61.07
2018112620,104.27,60.0
2018112621,103.05,57.3
2018112622,104.17,60.47
2018112623,106.25,59.7
2018112700,112.32000000000001,58.03
2018112701,113.24,58.33
2018112702,105.35,61.97
2018112703,106.48,57.73
2018112704,111.92999999999999,60.63
2018112705,103.74000000000001,61.73
2018112706,104.25,57.6
2018112707,109.2,61.7
2018112708,108.1,58.63
2018112709,111.39,57.63
2018112710,103.77,58.43
2018112711,104.07,60.33
2018112712,107.96000000000001,58.23
2018112713,107.11999999999999,58.1
2018112714,109.35000000000001,57.07
2018112715,102.41,59.03
2018112716,102.01,58.23
2018112717,111.22,60.5
2018112718,105.63,58.6
2018112719,105.64999999999999,57.8
2018112720,108.61,58.87
2018112721,106.42,58.87
2018112722,108.88,60.83
2018112723,112.33000000000001,59.07
2018112800,117.84,62.5
2018112801,117.45,62.57
2018112802,112.89,59.47
2018112803,114.66,58.53
2018112804,108.13,61.5
2018112805,108.97,58.47
2018112806,116.8,58.5
2018112807,111.13,62.43
2018112808,115.93,59.4
2018112809,111.25999999999999,61.13
2018112810,105.42,57.97
2018112811,112.46,61.97
2018112812,110.76,57.87
2018112813,103.84,59.63
2018112814,112.7,60.63
2018112815,107.54,59.67
2018112816,110.27,57.77
2018112817,111.86999999999999,58.77
2018112818,103.77000000000001,58.73
2018112819,111.39,59.7
2018112820,112.39999999999999,59.63
2018112821,105.26,59.7
2018112822,111.62,57.67
2018112823,105.22,57.57
2018112900,106.15,58.57
2018112901,108.03999999999999,59.63
2018112902,104.38,58.63
2018112903,108.80999999999999,58.6
2018112904,108.28999999999999,61.63
2018112905,110.11,60.67
2018112906,112.51,60.67
2018112907,105.82,57.63
2018112908,107.16,59.43
2018112909,108.26,61.33
2018112910,102.67,61.17
2018112911,101.41000000000001,59.07
2018112912,107.57,57.93
2018112913,107.8,57.87
2018112914,98.86999999999999,56.77
2018112915,100.19999999999999,59.77
2018112916,104.03,58.67
2018112917,96.97,59.6
2018112918,100.37,60.57
2018112919,96.11,57.43
2018112920,99.55,56.43
2018112921,99.03999999999999,60.27
2018112922,94.81,58.3
2018112923,96.11,60.27
2018113000,103.06,57.07
2018113001,103.78,56.17
2018113002,97.19999999999999,57.27
2018113003,95.18,59.33
2018113004,99.93,56.4
2018113005,99.23,56.37
2018113006,103.9,59.37
2018113007,95.28,56.27
2018113008,98.61999999999999,59.13
2018113009,93.72,58.0
2018113010,98.05000000000001,57.9
2018113011,93.67999999999999,59.43
2018113012,93.84,56.4
2018113013,89.85000000000001,58.23
2018113014,90.7,58.3
2018113015,99.67,58.47
2018113016,95.61,59.63
2018113017,91.57,58.63
2018113018,92.91999999999999,58.93
2018113019,98.33999999999999,59.93
2018113020,95.68,59.83
2018113021,96.36,56.9
2018113022,100.61999999999999,55.77
2018113023,100.96,55.97
2018120100,95.03,57.97
2018120101,101.05,58.03
2018120102,96.46,56.97
2018120103,95.75,56.17
2018120104,95.48,59.03
2018120105,98.64,57.97
2018120106,101.57000000000001,56.9
2018120107,94.74000000000001,56.9
2018120108,100.33999999999999,59.77
2018120109,99.07000000000001,59.57
2018120110,91.27,59.47
2018120111,95.35000000000001,58.37
2018120112,92.33,56.2
2018120113,90.91,58.0
2018120114,93.83,58.17
2018120115,90.44999999999999,56.1
2018120116,92.2,55.17
2018120117,93.71,56.43
2018120118,96.0,59.37
2018120119,96.92999999999999,59.3
2018120120,96.03,55.5
2018120121,92.11,58.53
2018120122,95.02,57.6
2018120123,97.34,55.63
2018120200,100.14,55.73
2018120201,92.55,58.67
2018120202,100.13000000000001,56.57
2018120203,95.81,57.57
2018120204,96.34,58.5
2018120205,93.93,57.37
2018120206,96.23,58.33
2018120207,94.0,58.27
2018120208,94.95,56.4
2018120209,93.96000000000001,57.37
2018120210,98.86,55.33
2018120211,93.39,57.23
2018120212,88.93,55.2
2018120213,88.36,55.1
2018120214,93.51,57.0
2018120215,92.78,56.73
2018120216,86.89,54.57
2018120217,84.44,57.3
2018120218,92.07,57.27
2018120219,91.41,55.47
2018120220,86.22,56.47
2018120221,83.65,56.17
2018120222,88.08000000000001,58.23
2018120223,83.78,58.17
2018120300,91.03,58.17
2018120301,85.44,54.2
2018120302,86.07000000000001,54.37
2018120303,88.21000000000001,56.23
2018120304,87.84,55.23
2018120305,88.64,57.2
2018120306,87.66999999999999,57.1
2018120307,82.74,54.13
2018120308,84.81,57.13
2018120309,81.95,56.13
2018120310,83.57000000000001,57.07
2018120311,81.64,58.1
2018120312,82.41,57.17
2018120313,84.50999999999999,58.13
2018120314,85.81,56.13
2018120315,82.63,55.27
2018120316,92.96,57.63
2018120317,93.35,58.5
2018120318,93.0,58.83
2018120319,90.66999999999999,57.27
2018120320,90.79,58.73
2018120321,86.92,57.8
2018120322,88.86,58.13
2018120323,98.88,55.6
2018120400,92.67,58.7
2018120401,93.73,56.73
2018120402,95.31,57.67
2018120403,100.26,55.87
2018120404,99.21,60.0
2018120405,103.41999999999999,56.1
2018120406,99.45,60.3
2018120407,95.34,56.13
2018120408,97.92999999999999,59.47
2018120409,100.66,58.17
2018120410,101.09,58.8
2018120411,93.11,56.77
2018120412,101.36,56.93
2018120413,100.72,56.67
2018120414,94.89,58.6
2018120415,93.13000000000001,59.9
2018120416,94.86,59.07
2018120417,105.02,58.53
2018120418,100.16,58.53
2018120419,105.05999999999999,58.77
2018120420,100.52000000000001,59.73
2018120421,105.71000000000001,57.7
2018120422,99.05999999999999,56.6
2018120423,97.36,59.67
2018120500,106.5,58.77
2018120501,101.64,60.37
2018120502,110.44,61.67
2018120503,108.55,59.67
2018120504,105.71,59.1
2018120505,104.27,57.83
2018120506,113.32,58.1
2018120507,113.13,59.8
2018120508,110.67999999999999,59.8
2018120509,107.04,60.4
2018120510,102.26,58.2
2018120511,106.99,57.83
2018120512,106.18,60.7
2018120513,106.19,59.6
2018120514,100.27,58.83
2018120515,106.47,60.97
2018120516,104.98,57.97
2018120517,105.0,57.9
2018120518,102.55,59.77
2018120519,103.55000000000001,56.73
2018120520,98.03999999999999,58.77
2018120521,100.86999999999999,60.8
2018120522,97.86,58.77
2018120523,103.14999999999999,60.8
2018120600,105.1,59.77
2018120601,101.07,58.8
2018120602,104.44,59.77
2018120603,104.62,57.73
2018120604,102.77,59.8
2018120605,104.74,56.67
2018120606,99.4,60.53
2018120607,102.35000000000001,57.4
2018120608,96.16999999999999,60.27
2018120609,94.03,59.13
2018120610,99.03,59.87
2018120611,90.69,58.53
2018120612,92.87,59.33
2018120613,94.17999999999999,59.27
2018120614,94.41,55.03
2018120615,92.33000000000001,54.9
2018120616,88.58,54.8
2018120617,88.86999999999999,54.6
2018120618,87.59,58.53
2018120619,94.13,57.53
2018120620,83.85,57.47
2018120621,87.79,54.57
2018120622,94.11,57.57
2018120623,89.07,56.43
2018120700,87.6,55.3
2018120701,89.05999999999999,57.27
2018120702,91.63,54.33
2018120703,83.16,57.33
2018120704,89.58,57.37
2018120705,86.38000000000001,54.37
2018120706,87.11,55.33
2018120707,90.46000000000001,57.37
2018120708,90.07,55.33
2018120709,91.62,55.33
2018120710,87.7,58.3
2018120711,91.89,58.3
2018120712,84.22,57.27
2018120713,83.6,54.27
2018120714,83.19,55.27
2018120715,90.21,57.33
2018120716,90.48,56.37
2018120717,86.94000000000001,58.4
2018120718,82.94,57.3
2018120719,85.64,54.5
2018120720,89.26,55.53
2018120721,97.1,58.3
2018120722,98.86999999999999,59.63
2018120723,101.57,55.8
2018120800,94.98,56.7
2018120801,100.51,57.83
2018120802,100.3,57.0
2018120803,100.33,60.03
2018120804,101.58,59.1
2018120805,97.74000000000001,56.07
2018120806,99.78999999999999,56.97
2018120807,99.41999999999999,58.93
2018120808,96.52,58.77
2018120809,95.07,59.77
2018120810,92.08,57.63
2018120811,97.07,56.6
2018120812,98.14,57.63
2018120813,96.28,57.4
2018120814,94.71000000000001,57.2
2018120815,95.88000000000001,59.2
2018120816,88.35,56.13
2018120817,94.45,55.13
2018120818,95.57,59.3
2018120819,89.5,57.37
2018120820,90.33999999999999,58.43
2018120821,94.17,55.47
2018120822,92.98,55.53
2018120823,98.11,55.73
2018120900,91.7,56.7
2018120901,89.36,57.3
2018120902,100.04,55.73
2018120903,96.82,56.83
2018120904,96.5,60.1
2018120905,93.36,55.97
2018120906,99.38000000000001,59.87
2018120907,95.86,58.77
2018120908,94.88,57.67
2018120909,91.53,55.57
2018120910,99.47,56.77
2018120911,98.08,57.93
2018120912,99.92,58.63
2018120913,98.69000000000001,55.57
2018120914,97.75,57.43
2018120915,92.27,57.67
2018120916,91.19,59.5
2018120917,94.05,59.53
2018120918,92.9,57.7
2018120919,95.02000000000001,59.73
2018120920,95.28,57.93
2018120921,96.75,57.93
2018120922,93.51,56.9
2018120923,99.58,55.93
2018121000,94.6,56.17
2018121001,102.26,56.2
2018121002,104.12,57.37
2018121003,104.91,59.47
2018121004,105.08,56.67
2018121005,102.16999999999999,60.6
2018121006,102.07000000000001,57.7
2018121007,98.92999999999999,60.27
2018121008,97.28,60.43
2018121009,97.33,60.27
2018121010,102.14,57.37
2018121011,99.77,58.63
2018121012,101.0,59.63
2018121013,99.28,58.53
2018121014,104.74,58.5
2018121015,96.14,58.5
2018121016,102.3,58.7
2018121017,101.61999999999999,56.3
2018121018,101.25,56.17
2018121019,100.6,60.1
2018121020,95.03999999999999,58.13
2018121021,99.64999999999999,57.3
2018121022,96.47,58.27
2018121023,99.11,60.17
2018121100,95.33,59.17
2018121101,101.08,58.2
2018121102,103.61,60.27
2018121103,96.37,60.53
2018121104,103.52,57.63
2018121105,105.49,56.8
2018121106,104.16,60.93
2018121107,103.03,61.0
2018121108,99.88,57.03
2018121109,101.17,61.0
2018121110,102.74,58.67
2018121111,96.8,57.37
2018121112,102.96,56.33
2018121113,101.74000000000001,57.37
2018121114,104.29,59.4
2018121115,101.05,58.47
2018121116,97.16,60.47
2018121117,101.3,60.5
2018121118,104.81,59.53
2018121119,97.97,59.67
2018121120,103.85000000000001,57.7
2018121121,103.14,60.87
2018121122,106.56,56.97
2018121123,105.91,58.17
2018121200,103.0,57.17
2018121201,103.02,59.13
2018121202,106.75999999999999,57.1
2018121203,107.71000000000001,57.07
2018121204,105.86999999999999,56.93
2018121205,106.10000000000001,59.03
2018121206,100.96,60.97
2018121207,107.13,56.97
2018121208,103.24000000000001,60.9
2018121209,98.35,60.83
2018121210,103.16,56.5
2018121211,105.44,57.43
2018121212,97.35000000000001,56.4
2018121213,98.75,58.4
2018121214,104.08000000000001,58.4
2018121215,99.58999999999999,57.6
2018121216,104.9,59.37
2018121217,107.84,59.2
2018121218,107.63000000000001,58.07
2018121219,105.21000000000001,58.2
2018121220,103.56,57.17
2018121221,108.42999999999999,60.3
2018121222,111.72999999999999,60.47
2018121223,108.69,58.2
2018121300,107.28,59.37
2018121301,101.46,59.3
2018121302,102.72,57.37
2018121303,104.34,57.73
2018121304,116.13,62.3
2018121305,112.37,58.57
2018121306,113.89,62.0
2018121307,108.74000000000001,57.73
2018121308,105.97,59.7
2018121309,105.61,58.67
2018121310,107.33,58.53
2018121311,103.59,57.3
2018121312,109.31,61.17
2018121313,108.64,57.13
2018121314,108.26,60.17
2018121315,103.17,58.13
2018121316,105.39,61.13
2018121317,99.53,58.07
2018121318,105.62,57.17
2018121319,102.1,59.27
2018121320,106.67,58.2
2018121321,101.72999999999999,60.27
2018121322,105.46000000000001,58.4
2018121323,105.58,59.47
2018121400,103.21000000000001,60.53
2018121401,103.53,61.6
2018121402,108.39,57.6
2018121403,108.0,61.6
2018121404,111.45,57.53
2018121405,104.14999999999999,59.63
2018121406,110.85,59.67
2018121407,112.56,59.63
2018121408,107.14,57.67
2018121409,103.65,61.57
2018121410,103.16,59.47
2018121411,109.21,61.33
2018121412,103.21000000000001,59.37
2018121413,108.08999999999999,57.43
2018121414,109.36999999999999,58.47
2018121415,108.26,57.53
2018121416,103.84,59.57
2018121417,110.53,58.63
2018121418,106.29,61.67
2018121419,110.03,60.73
2018121420,112.71000000000001,61.73
2018121421,113.39999999999999,59.77
2018121422,104.02,60.83
2018121423,113.24000000000001,57.9
2018121500,106.16,59.93
2018121501,112.55,57.97
2018121502,107.32,58.97
2018121503,106.22,59.97
2018121504,108.69,60.0
2018121505,114.46,60.0
2018121506,105.21,58.0
2018121507,106.73,62.03
2018121508,112.8,58.0
2018121509,105.79,59.0
2018121510,111.64999999999999,60.93
2018121511,111.0,60.8
2018121512,110.35,58.77
2018121513,112.88,59.83
2018121514,109.39,60.93
2018121515,105.71,58.0
2018121516,106.47,62.0
2018121517,110.71,61.1
2018121518,112.06,60.13
2018121519,106.48,62.07
2018121520,105.39999999999999,60.93
2018121521,113.28,59.93
2018121522,108.30999999999999,59.93
2018121523,116.19999999999999,62.27
2018121600,111.9,62.33
2018121601,109.55000000000001,60.4
2018121602,117.22,60.43
2018121603,114.69,62.33
2018121604,112.22,60.37
2018121605,112.85000000000001,59.2
2018121606,110.66,59.03
2018121607,112.5,62.1
2018121608,109.78,59.03
2018121609,105.59,59.03
2018121610,112.45,60.0
2018121611,114.3,59.0
2018121612,107.66000000000001,58.9
2018121613,109.82,61.0
2018121614,109.16999999999999,59.93
2018121615,113.95,60.97
2018121616,115.01,59.07
2018121617,115.67,62.13
2018121618,106.57,60.1
2018121619,110.98,59.2
2018121620,113.28,62.17
2018121621,107.56,61.3
2018121622,109.66999999999999,59.27
2018121623,109.92,62.23
2018121700,109.52,60.2
2018121701,106.92999999999999,62.1
2018121702,109.78999999999999,59.13
2018121703,107.89999999999999,62.1
2018121704,107.44000000000001,61.07
2018121705,106.26,60.03
2018121706,109.5,59.0
2018121707,111.74,59.93
2018121708,105.58,59.87
2018121709,109.44999999999999,61.77
2018121710,107.05,58.63
2018121711,103.87,60.5
2018121712,102.86,61.33
2018121713,110.24000000000001,58.23
2018121714,104.22,61.17
2018121715,107.97999999999999,59.1
2018121716,103.94,60.13
2018121717,105.87,58.17
2018121718,105.66,61.13
2018121719,103.49000000000001,60.07
2018121720,106.51,57.0
2018121721,104.58,56.93
2018121722,98.07,59.83
2018121723,99.84,58.63
2018121800,97.52,60.37
2018121801,95.8,58.2
2018121802,101.23,60.13
2018121803,101.37,58.2
2018121804,94.88,60.13
2018121805,96.43,56.07
2018121806,98.9,60.17
2018121807,95.91,57.33
2018121808,99.55,59.17
2018121809,100.61,56.13
2018121810,99.0,56.93
2018121811,93.54,56.73
2018121812,92.10000000000001,59.7
2018121813,99.43,58.7
2018121814,93.53999999999999,58.8
2018121815,94.54,55.87
2018121816,95.82,58.97
2018121817,94.13,58.0
2018121818,102.67,59.37
2018121819,98.73,60.63
2018121820,104.0,56.73
2018121821,98.72999999999999,58.93
2018121822,107.87,61.07
2018121823,100.58,60.1
2018121900,104.93,59.2
2018121901,105.33,58.2
2018121902,103.39,59.37
2018121903,104.92999999999999,59.27
2018121904,106.53,61.37
2018121905,101.37,59.33
2018121906,108.01,59.37
2018121907,101.56,61.33
2018121908,109.83000000000001,61.23
2018121909,102.86999999999999,59.13
2018121910,99.89999999999999,60.13
2018121911,107.61,57.0
2018121912,107.03,60.0
2018121913,98.21,60.83
2018121914,101.0,58.6
2018121915,104.66,56.5
2018121916,104.47,57.37
2018121917,101.94,60.37
2018121918,96.72,60.3
2018121919,102.2,58.37
2018121920,97.15,56.37
